"Geographic code","Geographic name, english","Geographic name, french","Population centre size group, english","Population centre size group, french","Type of population centre, english","Type of population centre, french","Province / territory, english","Province / territory, french","Geographic code, Province / territory","Additional province code","Population, 2016","Incompletely enumerated Indian reserves and Indian settlements, 2016","Population, 2011","2011 adjusted population flag","Population, % change","Total private dwellings, 2016","Private dwellings occupied by usual residents, 2016","Land area in square kilometres, 2016","Population density per square kilometre, 2016",
"1467","Lac-Connelly","Lac-Connelly","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1212,F,1118,T,8.4,660,541,2.08,582.4,
"1468","LeBlanc","LeBlanc","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,1513,F,1035,T,46.2,572,542,1.62,932.8,
"1469","Maria","Maria","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1124,F,1043,T,7.8,490,450,1.77,633.7,
"1470","Melocheville","Melocheville","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,2621,F,2517,T,4.1,1184,1134,2.28,1151.4,
"1471","Neuville","Neuville","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,2435,F,2015,T,20.8,1060,1009,3.61,675.4,
"1472","Obedjiwan","Obedjiwan","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1404,F,735,T,91.0,292,287,0.63,2227.5,
"1473","Parc-Boutin","Parc-Boutin","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,1127,F,989,T,14.0,439,415,2.67,421.9,
"1474","Pointe-du-Lac","Pointe-du-Lac","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,7104,F,6404,T,10.9,2866,2770,12.72,558.6,
"1475","Puvirnituq","Puvirnituq","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1038,F,5,T,20660.0,361,245,0.60,1721.7,
"1477","Saint-Amable","Saint-Amable","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,9486,F,8295,T,14.4,3620,3540,5.64,1682.8,
"1478","Saint-Ambroise-de-Kildare","Saint-Ambroise-de-Kildare","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1655,F,1655,T,0.0,676,660,2.30,719.8,
"1479","Saint-Bernard","Saint-Bernard","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1075,F,778,T,38.2,448,438,0.88,1225.5,
"1480","Saint-Boniface","Saint-Boniface","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,1035,F,915,T,13.1,436,420,1.02,1011.5,
"1481","Saint-Chrysostome","Saint-Chrysostome","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1218,F,1098,T,10.9,563,534,1.44,845.1,
"1482","Sainte-Agathe-des-Monts - Val-David","Sainte-Agathe-des-Monts - Val-David","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,11108,F,10567,T,5.1,6659,5460,17.97,618.1,
"1483","Sainte-Brigitte-de-Laval","Sainte-Brigitte-de-Laval","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,3917,F,2755,T,42.2,1645,1543,5.75,681.6,
"1484","Saint-Elzéar","Saint-Elzéar","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1057,F,949,T,11.4,440,423,0.60,1757.3,
"1485","Saint-Jean-Baptiste","Saint-Jean-Baptiste","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1703,F,1745,T,-2.4,740,710,3.57,477.5,
"1486","Saint-Léonard-d'Aston","Saint-Léonard-d'Aston","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1336,F,1264,T,5.7,628,590,1.60,835.5,
"1487","Saint-Michel-de-Bellechasse","Saint-Michel-de-Bellechasse","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1146,F,1113,T,3.0,565,486,1.82,629.4,
"1488","Saint-Polycarpe","Saint-Polycarpe","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1165,F,1037,T,12.3,487,461,0.86,1352.0,
"1489","Saint-Prime","Saint-Prime","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1021,F,858,T,19.0,447,434,1.05,973.9,
"1490","Saint-Thomas","Saint-Thomas","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1395,F,1354,T,3.0,624,609,1.51,922.5,
"1491","Salluit","Salluit","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1075,F,919,T,17.0,253,225,0.40,2694.9,
"1492","Shannon","Shannon","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,2846,F,2840,T,0.2,1171,1032,2.92,976.2,
"1493","Stanstead","Stanstead","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1475,F,1370,T,7.7,743,665,2.35,626.7,
"1494","Stoneham","Stoneham","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,1854,F,1522,T,21.8,674,655,2.74,677.6,
"1495","Val-Maher","Val-Maher","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1668,F,1631,T,2.3,619,617,2.99,558.2,
"1496","Wemotaci","Wemotaci","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1038,F,711,T,46.0,252,245,0.41,2539.1,
"1497","Attawapiskat 91A","Attawapiskat 91A","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1501,F,,F,,415,387,1.79,840.0,
"1498","Azilda","Azilda","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,4663,F,3996,T,16.7,1974,1932,4.36,1070.0,
"1499","Bayfield","Bayfield","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1112,F,951,T,16.9,851,562,2.17,513.4,
"1500","Bourget","Bourget","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,1169,F,1080,T,8.2,440,428,2.23,525.1,
"1502","Chalk River","Chalk River","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1029,F,973,T,5.8,431,415,1.83,561.5,
"1503","Chelmsford","Chelmsford","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,6215,F,5861,T,6.0,2802,2659,5.43,1144.4,
"1504","Chippawa","Chippawa","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,5620,F,5246,T,7.1,2275,2216,3.68,1526.0,
"1505","Claremont","Claremont","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,1202,F,1175,T,2.3,411,404,2.12,567.5,
"1506","Cobalt","Cobalt","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1118,F,1122,T,-0.4,611,520,1.44,776.0,
"1507","Coniston","Coniston","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,1814,F,1857,T,-2.3,784,754,2.25,807.8,
"1508","Corunna","Corunna","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,5686,F,5892,T,-3.5,2326,2236,3.57,1595.0,
"1509","Dorchester","Dorchester","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,3911,F,4003,T,-2.3,1467,1463,3.52,1109.7,
"1510","Haliburton Village","Haliburton Village","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1149,F,1041,T,10.4,559,549,2.20,521.3,
"1511","Ingleside","Ingleside","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,1384,F,1369,T,1.1,635,625,1.80,767.4,
"1512","Innisfil","Innisfil","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,23992,F,20365,T,17.8,9684,8773,22.33,1074.6,
"1513","King","King","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,6970,F,4603,T,51.4,2396,2283,14.30,487.2,
"1514","Limoges","Limoges","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,2048,F,1723,T,18.9,764,748,1.22,1672.8,
"1515","Long Sault","Long Sault","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,1779,F,1605,T,10.8,737,726,2.15,829.3,
"1516","Marchmont - Bass Lake","Marchmont - Bass Lake","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1191,F,1127,T,5.7,511,444,2.89,412.5,
"1517","McGregor","McGregor","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1859,F,1474,T,26.1,633,620,3.33,558.9,
"1518","New Liskeard","New Liskeard","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,4402,F,4676,T,-5.9,2173,2078,6.92,636.0,
"1519","Newcastle","Newcastle","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,9167,F,8217,T,11.6,3647,3590,7.08,1295.0,
"1520","Oro Station - Hawkestone","Oro Station - Hawkestone","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1691,F,1682,T,0.5,809,671,2.26,747.4,
"1521","Palgrave","Palgrave","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,1044,F,1002,T,4.2,396,393,1.86,561.3,
